Name,Type 1,Type 2,Ability1,Ability2,Ability_Hidden,hasHP,hasAttack,hasDefense,hasSpAttack,hasSpDefense,hasSpeed,hasBST,Generation,hasExpToLvl100,esEvolucionFinal,hasCatchRate,isLegendary,Mega Evolution,Alolan Form,Galarian Form,hasHeight,hasWeight,hasBMI,Dataset_Pokedex.hasGenderMaleRatio,Dataset_Pokedex.hasGenderFemaleRatio,Dataset_Pokedex.hasEggSteps,Dataset_Pokedex.Egg_Group1,Dataset_Pokedex.Egg_Group2,Dataset_Pokedex.hasBaseExperience,Dataset_Pokedex.Category,Kanto.Moves
Exeggutor,Grass,Psychic,Chlorophyll, Harvest,,95,95,85,125,75,55,530,1,1250000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,2,120,30,50,50,20,Grass,,186,Ordinary,"swords-dance, normal, stomp, normal, headbutt, normal, body-slam, normal, take-down, normal, double-edge, normal, psybeam, psychic, hyper-beam, normal, low-kick, fighting, strength, normal, absorb, grass, mega-drain, grass, leech-seed, grass, solar-beam, grass, stun-spore, grass, earthquake, ground, toxic, poison, confusion, psychic, psychic, psychic, hypnosis, psychic, rage, normal, teleport, psychic, mimic, normal, double-team, normal, light-screen, psychic, reflect, psychic, bide, normal, self-destruct, normal, egg-bomb, normal, dream-eater, psychic, barrage, normal, flash, normal, psywave, psychic, explosion, normal, rest, psychic, substitute, normal, thief, dark, nightmare, ghost, snore, normal, curse, ghost, protect, normal, sludge-bomb, poison, giga-drain, grass, endure, normal, rollout, rock, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, synthesis, grass, hidden-power, normal, sunny-day, fire, psych-up, normal, ancient-power, rock, future-sight, psychic, uproar, normal, facade, normal, nature-power, normal, helping-hand, normal, trick, psychic, skill-swap, psychic, imprison, psychic, secret-power, normal, extrasensory, psychic, bullet-seed, grass, block, normal, magical-leaf, grass, calm-mind, psychic, gravity, psychic, natural-gift, normal, power-swap, psychic, worry-seed, grass, seed-bomb, grass, energy-ball, grass, giga-impact, normal, psycho-cut, psychic, zen-headbutt, psychic, trick-room, psychic, leaf-storm, grass, power-whip, grass, captivate, normal, grass-knot, grass, wood-hammer, grass, psyshock, psychic, telekinesis, psychic, round, normal, stored-power, psychic, bulldoze, ground, grassy-terrain, grass, confide, normal, infestation, bug, psychic-terrain, psychic, stomping-tantrum, ground, expanding-force, psychic, grassy-glide, grass, terrain-pulse, normal, tera-blast, normal, psychic-noise, psychic"
Mega Slowbro,Water,Psychic,Shell Armor,,,95,75,180,130,80,30,590,6,1000000,VERDADERO,75,FALSO,VERDADERO,FALSO,FALSO,2,120,30,50,50,20,Monster,Water1,207,Ordinary,
Cubone,Ground,,Battle Armor, Lightning Rod, Rock Head,50,50,95,40,50,35,320,1,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.4,6.5,40.6,50,50,20,Monster,,64,Ordinary,"mega-punch, normal, fire-punch, fire, thunder-punch, electric, swords-dance, normal, double-kick, fighting, mega-kick, normal, headbutt, normal, body-slam, normal, take-down, normal, thrash, normal, double-edge, normal, tail-whip, normal, leer, normal, growl, normal, flamethrower, fire, water-gun, water, ice-beam, ice, blizzard, ice, bubble-beam, water, submission, fighting, low-kick, fighting, counter, fighting, seismic-toss, fighting, strength, normal, earthquake, ground, fissure, ground, dig, ground, toxic, poison, rage, normal, mimic, normal, screech, normal, double-team, normal, focus-energy, normal, bide, normal, bone-club, ground, fire-blast, fire, swift, normal, skull-bash, normal, bonemerang, ground, rest, psychic, rock-slide, rock, substitute, normal, thief, dark, snore, normal, curse, ghost, protect, normal, belly-drum, normal, mud-slap, ground, perish-song, normal, icy-wind, ice, detect, fighting, bone-rush, ground, sandstorm, rock, endure, normal, false-swipe, normal, swagger, normal, fury-cutter, bug, attract, normal, sleep-talk, normal, return, normal, frustration, normal, dynamic-punch, fighting, iron-tail, steel, hidden-power, normal, sunny-day, fire, ancient-power, rock, rock-smash, fighting, uproar, normal, facade, normal, focus-punch, fighting, brick-break, fighting, knock-off, dark, endeavor, normal, secret-power, normal, rock-tomb, rock, aerial-ace, flying, iron-defense, steel, natural-gift, normal, fling, dark, earth-power, ground, rock-climb, normal, iron-head, steel, captivate, normal, stealth-rock, rock, smack-down, rock, round, normal, echoed-voice, normal, chip-away, normal, incinerate, fire, retaliate, normal, bulldoze, ground, confide, normal, power-up-punch, fighting, brutal-swing, dark, stomping-tantrum, ground, scorching-sands, ground"
Galarian Slowbro,Poison,Psychic,Own Tempo, Quick Draw, Regenerator,95,100,95,100,70,30,490,8,1000000,VERDADERO,75,FALSO,FALSO,FALSO,VERDADERO,1.6,70.5,27.5,50,50,20,Monster,Water1,172,Ordinary,
Marowak,Ground,,Battle Armor, Lightning Rod, Rock Head,60,80,110,50,80,45,425,1,1000000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,1,45,45,50,50,20,Monster,,149,Ordinary,"mega-punch, normal, fire-punch, fire, thunder-punch, electric, swords-dance, normal, mega-kick, normal, headbutt, normal, body-slam, normal, take-down, normal, thrash, normal, double-edge, normal, tail-whip, normal, leer, normal, growl, normal, flamethrower, fire, water-gun, water, ice-beam, ice, blizzard, ice, bubble-beam, water, hyper-beam, normal, submission, fighting, low-kick, fighting, counter, fighting, seismic-toss, fighting, strength, normal, earthquake, ground, fissure, ground, dig, ground, toxic, poison, rage, normal, mimic, normal, screech, normal, double-team, normal, focus-energy, normal, bide, normal, bone-club, ground, fire-blast, fire, swift, normal, skull-bash, normal, bonemerang, ground, rest, psychic, rock-slide, rock, substitute, normal, thief, dark, snore, normal, curse, ghost, protect, normal, mud-slap, ground, icy-wind, ice, detect, fighting, bone-rush, ground, outrage, dragon, sandstorm, rock, endure, normal, false-swipe, normal, swagger, normal, fury-cutter, bug, attract, normal, sleep-talk, normal, return, normal, frustration, normal, dynamic-punch, fighting, iron-tail, steel, hidden-power, normal, sunny-day, fire, rock-smash, fighting, uproar, normal, facade, normal, focus-punch, fighting, brick-break, fighting, knock-off, dark, endeavor, normal, secret-power, normal, rock-tomb, rock, aerial-ace, flying, iron-defense, steel, natural-gift, normal, fling, dark, focus-blast, fighting, earth-power, ground, giga-impact, normal, rock-climb, normal, iron-head, steel, stone-edge, rock, captivate, normal, stealth-rock, rock, smack-down, rock, round, normal, echoed-voice, normal, incinerate, fire, retaliate, normal, bulldoze, ground, confide, normal, power-up-punch, fighting, laser-focus, normal, throat-chop, dark, brutal-swing, dark, stomping-tantrum, ground, scorching-sands, ground"
Hitmonlee,Fighting,,Limber, Reckless, Unburden,50,120,53,35,110,87,455,1,1000000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.5,49.8,22.1,100,0,25,Human-Like,,159,Ordinary,"mega-punch, normal, swords-dance, normal, double-kick, fighting, mega-kick, normal, jump-kick, fighting, rolling-kick, fighting, headbutt, normal, tackle, normal, body-slam, normal, take-down, normal, double-edge, normal, submission, fighting, low-kick, fighting, counter, fighting, seismic-toss, fighting, strength, normal, earthquake, ground, toxic, poison, meditate, psychic, rage, normal, mimic, normal, double-team, normal, focus-energy, normal, bide, normal, metronome, normal, swift, normal, skull-bash, normal, high-jump-kick, fighting, rest, psychic, rock-slide, rock, substitute, normal, thief, dark, mind-reader, normal, snore, normal, curse, ghost, reversal, fighting, protect, normal, mach-punch, fighting, scary-face, normal, mud-slap, ground, foresight, normal, detect, fighting, endure, normal, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, dynamic-punch, fighting, baton-pass, normal, rapid-spin, normal, hidden-power, normal, rain-dance, water, sunny-day, fire, rock-smash, fighting, fake-out, normal, uproar, normal, facade, normal, focus-punch, fighting, taunt, dark, helping-hand, normal, role-play, psychic, superpower, fighting, revenge, fighting, brick-break, fighting, knock-off, dark, endeavor, normal, secret-power, normal, blaze-kick, fire, rock-tomb, rock, bulk-up, fighting, bounce, flying, covet, normal, natural-gift, normal, feint, normal, close-combat, fighting, fling, dark, sucker-punch, dark, aura-sphere, fighting, poison-jab, poison, vacuum-wave, fighting, focus-blast, fighting, giga-impact, normal, bullet-punch, steel, rock-climb, normal, stone-edge, rock, captivate, normal, wide-guard, rock, low-sweep, fighting, round, normal, retaliate, normal, bulldoze, ground, work-up, normal, confide, normal, power-up-punch, fighting, laser-focus, normal, throat-chop, dark, lunge, bug, stomping-tantrum, ground, coaching, fighting, tera-blast, normal, axe-kick, fighting, upper-hand, fighting"
Hitmonchan,Fighting,,Inner Focus, Iron Fist, Keen Eye,50,105,79,35,110,76,455,1,1000000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,1.4,50.2,25.6,100,0,25,Human-Like,,159,Ordinary,"comet-punch, normal, mega-punch, normal, fire-punch, fire, ice-punch, ice, thunder-punch, electric, swords-dance, normal, mega-kick, normal, headbutt, normal, tackle, normal, body-slam, normal, take-down, normal, double-edge, normal, leer, normal, submission, fighting, low-kick, fighting, counter, fighting, seismic-toss, fighting, strength, normal, earthquake, ground, toxic, poison, agility, psychic, rage, normal, mimic, normal, double-team, normal, focus-energy, normal, bide, normal, metronome, normal, swift, normal, skull-bash, normal, high-jump-kick, fighting, dizzy-punch, normal, rest, psychic, rock-slide, rock, substitute, normal, thief, dark, snore, normal, curse, ghost, reversal, fighting, protect, normal, mach-punch, fighting, scary-face, normal, mud-slap, ground, detect, fighting, endure, normal, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, dynamic-punch, fighting, baton-pass, normal, encore, normal, pursuit, dark, rapid-spin, normal, hidden-power, normal, rain-dance, water, sunny-day, fire, rock-smash, fighting, fake-out, normal, uproar, normal, facade, normal, focus-punch, fighting, taunt, dark, helping-hand, normal, role-play, psychic, revenge, fighting, brick-break, fighting, knock-off, dark, endeavor, normal, secret-power, normal, rock-tomb, rock, sky-uppercut, fighting, bulk-up, fighting, covet, normal, natural-gift, normal, feint, normal, close-combat, fighting, fling, dark, aura-sphere, fighting, poison-jab, poison, drain-punch, fighting, vacuum-wave, fighting, focus-blast, fighting, giga-impact, normal, bullet-punch, steel, rock-climb, normal, stone-edge, rock, captivate, normal, low-sweep, fighting, round, normal, quick-guard, fighting, retaliate, normal, bulldoze, ground, work-up, normal, confide, normal, power-up-punch, fighting, laser-focus, normal, throat-chop, dark, coaching, fighting, tera-blast, normal, trailblaze, grass, upper-hand, fighting"
Farfetch'd,Normal,Flying,Defiant, Inner Focus, Keen Eye,52,90,55,58,62,60,377,1,1000000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,0.8,15,23.4,50,50,20,Flying,Ground,132,Ordinary,
Lickitung,Normal,,Cloud Nine, Oblivious, Own Tempo,90,55,75,60,75,30,385,1,1000000,FALSO,45,FALSO,FALSO,FALSO,FALSO,1.2,65.5,45.5,50,50,20,Monster,,77,Ordinary,"mega-punch, normal, fire-punch, fire, ice-punch, ice, thunder-punch, electric, swords-dance, normal, cut, normal, bind, normal, slam, normal, stomp, normal, mega-kick, normal, headbutt, normal, tackle, normal, body-slam, normal, wrap, normal, take-down, normal, thrash, normal, double-edge, normal, supersonic, normal, disable, normal, acid, poison, flamethrower, fire, water-gun, water, hydro-pump, water, surf, water, ice-beam, ice, blizzard, ice, bubble-beam, water, hyper-beam, normal, submission, fighting, counter, fighting, seismic-toss, fighting, strength, normal, solar-beam, grass, thunderbolt, electric, thunder, electric, earthquake, ground, fissure, ground, dig, ground, toxic, poison, rage, normal, mimic, normal, screech, normal, double-team, normal, defense-curl, normal, bide, normal, lick, ghost, fire-blast, fire, skull-bash, normal, amnesia, psychic, dream-eater, psychic, rest, psychic, rock-slide, rock, substitute, normal, thief, dark, nightmare, ghost, snore, normal, curse, ghost, protect, normal, belly-drum, normal, mud-slap, ground, icy-wind, ice, sandstorm, rock, endure, normal, rollout, rock, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, magnitude, ground, dynamic-punch, fighting, iron-tail, steel, hidden-power, normal, rain-dance, water, sunny-day, fire, psych-up, normal, shadow-ball, ghost, rock-smash, fighting, whirlpool, water, facade, normal, focus-punch, fighting, smelling-salts, normal, helping-hand, normal, brick-break, fighting, knock-off, dark, refresh, normal, secret-power, normal, rock-tomb, rock, muddy-water, water, shock-wave, electric, water-pulse, water, hammer-arm, fighting, natural-gift, normal, fling, dark, wring-out, normal, me-first, normal, aqua-tail, water, giga-impact, normal, zen-headbutt, psychic, rock-climb, normal, power-whip, grass, captivate, normal, round, normal, chip-away, normal, incinerate, fire, retaliate, normal, bulldoze, ground, dragon-tail, dragon, work-up, normal, belch, poison, confide, normal, power-up-punch, fighting, brutal-swing, dark, stomping-tantrum, ground, body-press, fighting, steel-roller, steel, terrain-pulse, normal"
Galarian Farfetch'd,Fighting,,Scrappy, Steadfast,,52,95,55,58,62,55,377,8,1000000,FALSO,45,FALSO,FALSO,FALSO,VERDADERO,0.8,42,65.6,50,50,20,Flying,Ground,132,Ordinary,
Koffing,Poison,,Levitate, Neutralizing Gas, Stench,40,65,95,60,45,35,340,1,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.6,1,2.8,50,50,20,Amorphous,,68,Ordinary,"headbutt, normal, tackle, normal, body-slam, normal, take-down, normal, flamethrower, fire, psybeam, psychic, thunderbolt, electric, thunder, electric, toxic, poison, rage, normal, mimic, normal, screech, normal, double-team, normal, smokescreen, normal, haze, ice, bide, normal, self-destruct, normal, smog, poison, sludge, poison, fire-blast, fire, poison-gas, poison, flash, normal, psywave, psychic, explosion, normal, rest, psychic, substitute, normal, thief, dark, snore, normal, curse, ghost, spite, ghost, protect, normal, scary-face, normal, sludge-bomb, poison, zap-cannon, electric, destiny-bond, ghost, endure, normal, rollout, rock, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, pain-split, normal, hidden-power, normal, rain-dance, water, sunny-day, fire, shadow-ball, ghost, uproar, normal, stockpile, normal, spit-up, normal, swallow, normal, torment, dark, will-o-wisp, fire, memento, dark, facade, normal, taunt, dark, grudge, ghost, secret-power, normal, shock-wave, electric, gyro-ball, steel, natural-gift, normal, payback, dark, assurance, dark, toxic-spikes, poison, dark-pulse, dark, gunk-shot, poison, captivate, normal, venoshock, poison, sludge-wave, poison, acid-spray, poison, round, normal, clear-smog, poison, incinerate, fire, belch, poison, confide, normal, venom-drench, poison, infestation, bug, corrosive-gas, poison, tera-blast, normal"
Weezing,Poison,,Levitate, Neutralizing Gas, Stench,65,90,120,85,70,60,490,1,1000000,VERDADERO,60,FALSO,FALSO,FALSO,FALSO,1.2,9.5,6.6,50,50,20,Amorphous,,172,Ordinary,"headbutt, normal, tackle, normal, body-slam, normal, take-down, normal, flamethrower, fire, psybeam, psychic, hyper-beam, normal, thunderbolt, electric, thunder, electric, toxic, poison, rage, normal, mimic, normal, screech, normal, double-team, normal, smokescreen, normal, haze, ice, bide, normal, self-destruct, normal, smog, poison, sludge, poison, fire-blast, fire, poison-gas, poison, flash, normal, explosion, normal, rest, psychic, substitute, normal, thief, dark, snore, normal, curse, ghost, spite, ghost, protect, normal, scary-face, normal, sludge-bomb, poison, zap-cannon, electric, destiny-bond, ghost, endure, normal, rollout, rock, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, pain-split, normal, hidden-power, normal, rain-dance, water, sunny-day, fire, shadow-ball, ghost, uproar, normal, heat-wave, fire, torment, dark, will-o-wisp, fire, memento, dark, facade, normal, taunt, dark, secret-power, normal, shock-wave, electric, gyro-ball, steel, natural-gift, normal, payback, dark, assurance, dark, toxic-spikes, poison, dark-pulse, dark, giga-impact, normal, gunk-shot, poison, captivate, normal, double-hit, normal, venoshock, poison, sludge-wave, poison, acid-spray, poison, round, normal, clear-smog, poison, incinerate, fire, belch, poison, confide, normal, venom-drench, poison, infestation, bug, corrosive-gas, poison, tera-blast, normal"
Rhyhorn,Ground,Rock,Lightning Rod, Reckless, Rock Head,80,85,95,30,30,25,345,1,1250000,FALSO,120,FALSO,FALSO,FALSO,FALSO,1,115,115,50,50,20,Monster,Ground,69,Ordinary,"swords-dance, normal, stomp, normal, sand-attack, ground, headbutt, normal, horn-attack, normal, fury-attack, normal, horn-drill, normal, tackle, normal, body-slam, normal, take-down, normal, thrash, normal, double-edge, normal, tail-whip, normal, leer, normal, roar, normal, flamethrower, fire, ice-beam, ice, blizzard, ice, counter, fighting, strength, normal, thunderbolt, electric, thunder, electric, rock-throw, rock, earthquake, ground, fissure, ground, dig, ground, toxic, poison, rage, normal, mimic, normal, double-team, normal, bide, normal, fire-blast, fire, skull-bash, normal, rest, psychic, rock-slide, rock, substitute, normal, thief, dark, snore, normal, curse, ghost, reversal, fighting, spite, ghost, protect, normal, scary-face, normal, mud-slap, ground, zap-cannon, electric, icy-wind, ice, sandstorm, rock, endure, normal, rollout, rock, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, magnitude, ground, megahorn, bug, pursuit, dark, iron-tail, steel, hidden-power, normal, rain-dance, water, sunny-day, fire, crunch, dark, ancient-power, rock, rock-smash, fighting, uproar, normal, facade, normal, superpower, fighting, endeavor, normal, secret-power, normal, crush-claw, normal, rock-tomb, rock, mud-shot, ground, rock-blast, rock, shock-wave, electric, natural-gift, normal, metal-burst, steel, payback, dark, rock-polish, rock, poison-jab, poison, aqua-tail, water, dragon-pulse, dragon, dragon-rush, dragon, earth-power, ground, giga-impact, normal, thunder-fang, electric, ice-fang, ice, fire-fang, fire, rock-climb, normal, stone-edge, rock, captivate, normal, stealth-rock, rock, guard-split, psychic, smack-down, rock, heavy-slam, steel, round, normal, chip-away, normal, incinerate, fire, bulldoze, ground, drill-run, ground, rototiller, ground, confide, normal, high-horsepower, ground, smart-strike, steel, stomping-tantrum, ground, body-press, fighting, scorching-sands, ground, tera-blast, normal, supercell-slam, electric"
Rhydon,Ground,Rock,Lightning Rod, Reckless, Rock Head,105,130,120,45,45,40,485,1,1250000,FALSO,60,FALSO,FALSO,FALSO,FALSO,1.9,120,33.2,50,50,20,Monster,Ground,170,Ordinary,"mega-punch, normal, pay-day, normal, fire-punch, fire, ice-punch, ice, thunder-punch, electric, swords-dance, normal, cut, normal, stomp, normal, mega-kick, normal, sand-attack, ground, headbutt, normal, horn-attack, normal, fury-attack, normal, horn-drill, normal, tackle, normal, body-slam, normal, take-down, normal, double-edge, normal, tail-whip, normal, leer, normal, roar, normal, flamethrower, fire, water-gun, water, hydro-pump, water, surf, water, ice-beam, ice, blizzard, ice, bubble-beam, water, hyper-beam, normal, submission, fighting, counter, fighting, seismic-toss, fighting, strength, normal, thunderbolt, electric, thunder, electric, rock-throw, rock, earthquake, ground, fissure, ground, dig, ground, toxic, poison, rage, normal, mimic, normal, double-team, normal, bide, normal, fire-blast, fire, skull-bash, normal, rest, psychic, rock-slide, rock, substitute, normal, thief, dark, snore, normal, curse, ghost, reversal, fighting, spite, ghost, protect, normal, scary-face, normal, mud-slap, ground, zap-cannon, electric, icy-wind, ice, outrage, dragon, sandstorm, rock, endure, normal, rollout, rock, swagger, normal, fury-cutter, bug, attract, normal, sleep-talk, normal, return, normal, frustration, normal, dynamic-punch, fighting, megahorn, bug, iron-tail, steel, hidden-power, normal, rain-dance, water, sunny-day, fire, crunch, dark, ancient-power, rock, rock-smash, fighting, whirlpool, water, uproar, normal, facade, normal, focus-punch, fighting, helping-hand, normal, superpower, fighting, brick-break, fighting, endeavor, normal, secret-power, normal, rock-tomb, rock, iron-defense, steel, block, normal, mud-shot, ground, rock-blast, rock, shock-wave, electric, hammer-arm, fighting, natural-gift, normal, metal-burst, steel, payback, dark, fling, dark, rock-polish, rock, poison-jab, poison, aqua-tail, water, dragon-pulse, dragon, dragon-rush, dragon, focus-blast, fighting, earth-power, ground, giga-impact, normal, avalanche, ice, shadow-claw, ghost, thunder-fang, electric, ice-fang, ice, fire-fang, fire, rock-climb, normal, stone-edge, rock, captivate, normal, stealth-rock, rock, guard-split, psychic, smack-down, rock, heavy-slam, steel, round, normal, chip-away, normal, incinerate, fire, bulldoze, ground, dragon-tail, dragon, drill-run, ground, heat-crash, fire, confide, normal, power-up-punch, fighting, high-horsepower, ground, smart-strike, steel, brutal-swing, dark, stomping-tantrum, ground, body-press, fighting, breaking-swipe, dragon, meteor-beam, rock, scorching-sands, ground, tera-blast, normal, supercell-slam, electric"
Chansey,Normal,,Healer, Natural Cure, Serene Grace,250,5,5,35,105,50,450,1,800000,FALSO,30,FALSO,FALSO,FALSO,FALSO,1.1,34.6,28.6,0,100,40,Fairy,,395,Ordinary,"pound, normal, double-slap, normal, mega-punch, normal, fire-punch, fire, ice-punch, ice, thunder-punch, electric, mega-kick, normal, headbutt, normal, tackle, normal, body-slam, normal, take-down, normal, double-edge, normal, tail-whip, normal, growl, normal, sing, normal, flamethrower, fire, water-gun, water, ice-beam, ice, blizzard, ice, bubble-beam, water, hyper-beam, normal, submission, fighting, counter, fighting, seismic-toss, fighting, strength, normal, solar-beam, grass, thunderbolt, electric, thunder-wave, electric, thunder, electric, earthquake, ground, toxic, poison, psychic, psychic, rage, normal, teleport, psychic, mimic, normal, double-team, normal, minimize, normal, defense-curl, normal, light-screen, psychic, reflect, psychic, bide, normal, metronome, normal, egg-bomb, normal, fire-blast, fire, swift, normal, skull-bash, normal, soft-boiled, normal, dream-eater, psychic, flash, normal, psywave, psychic, rest, psychic, rock-slide, rock, tri-attack, normal, substitute, normal, thief, dark, snore, normal, curse, ghost, protect, normal, sweet-kiss, fairy, mud-slap, ground, zap-cannon, electric, icy-wind, ice, sandstorm, rock, endure, normal, charm, fairy, rollout, rock, swagger, normal, attract, normal, sleep-talk, normal, heal-bell, normal, return, normal, present, normal, frustration, normal, safeguard, normal, dynamic-punch, fighting, iron-tail, steel, hidden-power, normal, rain-dance, water, sunny-day, fire, psych-up, normal, shadow-ball, ghost, rock-smash, fighting, uproar, normal, hail, ice, facade, normal, focus-punch, fighting, helping-hand, normal, recycle, normal, brick-break, fighting, endeavor, normal, skill-swap, psychic, refresh, normal, snatch, dark, secret-power, normal, hyper-voice, normal, aromatherapy, grass, rock-tomb, rock, covet, normal, calm-mind, psychic, shock-wave, electric, water-pulse, water, gravity, psychic, healing-wish, psychic, natural-gift, normal, fling, dark, copycat, normal, last-resort, normal, drain-punch, fighting, focus-blast, fighting, giga-impact, normal, mud-bomb, ground, zen-headbutt, psychic, rock-climb, normal, captivate, normal, stealth-rock, rock, grass-knot, grass, charge-beam, electric, telekinesis, psychic, round, normal, echoed-voice, normal, stored-power, psychic, ally-switch, psychic, heal-pulse, psychic, incinerate, fire, retaliate, normal, bestow, normal, bulldoze, ground, work-up, normal, wild-charge, electric, disarming-voice, fairy, draining-kiss, fairy, fairy-wind, fairy, confide, normal, electric-terrain, electric, dazzling-gleam, fairy, baby-doll-eyes, fairy, power-up-punch, fighting, laser-focus, normal, stomping-tantrum, ground, life-dew, water, tera-blast, normal, snowscape, ice, trailblaze, grass, chilling-water, water"
Tangela,Grass,,Chlorophyll, Leaf Guard, Regenerator,65,55,115,100,40,60,435,1,1000000,FALSO,45,FALSO,FALSO,FALSO,FALSO,1,35,35,50,50,20,Grass,,87,Ordinary,"swords-dance, normal, cut, normal, bind, normal, slam, normal, vine-whip, grass, headbutt, normal, body-slam, normal, take-down, normal, double-edge, normal, hyper-beam, normal, absorb, grass, mega-drain, grass, leech-seed, grass, growth, normal, solar-beam, grass, poison-powder, poison, stun-spore, grass, sleep-powder, grass, toxic, poison, confusion, psychic, rage, normal, mimic, normal, double-team, normal, reflect, psychic, bide, normal, skull-bash, normal, constrict, normal, amnesia, psychic, flash, normal, rest, psychic, substitute, normal, thief, dark, snore, normal, curse, ghost, flail, normal, protect, normal, sludge-bomb, poison, giga-drain, grass, endure, normal, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, pain-split, normal, sweet-scent, normal, synthesis, grass, hidden-power, normal, sunny-day, fire, psych-up, normal, ancient-power, rock, rock-smash, fighting, facade, normal, nature-power, normal, ingrain, grass, knock-off, dark, endeavor, normal, secret-power, normal, tickle, normal, bullet-seed, grass, shock-wave, electric, wake-up-slap, fighting, natural-gift, normal, wring-out, normal, power-swap, psychic, worry-seed, grass, seed-bomb, grass, energy-ball, grass, giga-impact, normal, leaf-storm, grass, power-whip, grass, captivate, normal, grass-knot, grass, double-hit, normal, rage-powder, bug, acid-spray, poison, round, normal, grassy-terrain, grass, confide, normal, infestation, bug, grassy-glide, grass"
Alolan Grimer,Poison,Dark,Gluttony, Poison Touch, Power of Alchemy,80,80,50,40,50,25,325,7,1000000,FALSO,190,FALSO,FALSO,VERDADERO,FALSO,0.7,42,85.7,50,50,20,Amorphous,,65,Ordinary,
Kangaskhan,Normal,,Early Bird, Inner Focus, Scrappy,105,95,80,40,80,90,490,1,1000000,VERDADERO,45,FALSO,FALSO,FALSO,FALSO,2.2,80,16.5,0,100,20,Monster,,172,Ordinary,"pound, normal, comet-punch, normal, mega-punch, normal, fire-punch, fire, ice-punch, ice, thunder-punch, electric, cut, normal, stomp, normal, mega-kick, normal, headbutt, normal, body-slam, normal, take-down, normal, double-edge, normal, tail-whip, normal, leer, normal, bite, dark, growl, normal, roar, normal, disable, normal, flamethrower, fire, water-gun, water, hydro-pump, water, surf, water, ice-beam, ice, blizzard, ice, bubble-beam, water, hyper-beam, normal, submission, fighting, low-kick, fighting, counter, fighting, seismic-toss, fighting, strength, normal, solar-beam, grass, thunderbolt, electric, thunder, electric, earthquake, ground, fissure, ground, dig, ground, toxic, poison, rage, normal, mimic, normal, double-team, normal, focus-energy, normal, bide, normal, fire-blast, fire, skull-bash, normal, dizzy-punch, normal, rest, psychic, rock-slide, rock, substitute, normal, thief, dark, snore, normal, curse, ghost, reversal, fighting, spite, ghost, protect, normal, mud-slap, ground, zap-cannon, electric, foresight, normal, icy-wind, ice, outrage, dragon, sandstorm, rock, endure, normal, swagger, normal, fury-cutter, bug, attract, normal, sleep-talk, normal, return, normal, frustration, normal, safeguard, normal, dynamic-punch, fighting, iron-tail, steel, hidden-power, normal, rain-dance, water, sunny-day, fire, crunch, dark, shadow-ball, ghost, rock-smash, fighting, whirlpool, water, beat-up, dark, fake-out, normal, uproar, normal, hail, ice, facade, normal, focus-punch, fighting, helping-hand, normal, brick-break, fighting, endeavor, normal, secret-power, normal, crush-claw, normal, rock-tomb, rock, aerial-ace, flying, covet, normal, shock-wave, electric, water-pulse, water, hammer-arm, fighting, natural-gift, normal, assurance, dark, fling, dark, trump-card, normal, last-resort, normal, sucker-punch, dark, aqua-tail, water, drain-punch, fighting, focus-blast, fighting, giga-impact, normal, avalanche, ice, shadow-claw, ghost, rock-climb, normal, captivate, normal, double-hit, normal, round, normal, chip-away, normal, circle-throw, fighting, incinerate, fire, retaliate, normal, bulldoze, ground, work-up, normal, confide, normal, power-up-punch, fighting, terrain-pulse, normal"
